,1
2350,10
8233,10
980,10
7778,10
748,10
4261,10
5061,10
2816,10
2966,10
5046,10
8467,10
2249,10
568,10
6891,10
6427,10
2122,10
2791,10
4836,10
1273,10
1572,10
5528,10
1124,10
8289,10
5208,10
4501,10
2600,10
7542,10
152,10
6706,10
2612,10
5812,10
7258,10
1113,10
6841,10
8458,10
556,10
8440,10
5684,10
1921,10
8338,10
763,10
5280,10
2444,10
2213,10
5889,10
8015,10
8195,10
2250,10
1268,10
3935,10
1559,10
3759,10
691,10
6564,10
856,10
3100,10
609,10
841,10
3132,10
8331,10
8487,10
6291,10
2587,10
8779,10
5857,10
5016,10
32,10
7715,10
8031,10
1225,10
7942,10
5055,10
7102,10
2315,10
5711,10
5178,10
6837,10
7774,10
6847,10
1112,10
3978,10
8096,10
3691,10
2860,10
7512,10
2013,10
3712,10
8362,10
7645,10
1076,10
3870,10
7399,10
4592,10
1135,10
7964,10
2859,10
6593,10
6793,10
2096,10
4895,10
3521,10
3154,10
6160,10
2029,10
6252,10
476,10
5024,10
4424,10
4274,10
6972,10
3249,10
5335,10
1935,10
4578,10
4221,10
2875,10
344,10
7972,10
5442,10
1152,10
4920,10
3087,10
4000,10
1507,10
4548,10
3415,10
5187,10
5600,10
2683,10
319,10
8687,10
325,10
7656,10
5007,10
8054,10
3875,10
8247,10
8311,10
1659,10
6598,10
84,10
2181,10
6622,10
338,10
8822,10
5031,10
2928,10
987,10
816,10
8214,10
331,10
7289,10
8548,10
8689,10
1359,10
5196,10
2510,10
2010,10
354,10
4162,10
708,10
54,10
5453,10
7329,9
7251,9
7044,9
6820,9
4372,9
4946,9
7938,9
2040,9
8833,9
8677,9
1407,9
38,9
5278,9
4072,9
481,9
7548,9
2324,9
374,9
6697,9
7510,9
118,9
2325,9
8515,9
641,9
4843,9
1408,9
1144,9
5093,9
5661,9
3484,9
1249,9
8740,9
4065,9
1479,9
6074,9
282,9
6425,9
2856,9
5835,9
5305,9
3190,9
3937,9
1624,9
7500,9
2948,9
4347,9
7507,9
1171,9
651,9
7281,9
7764,9
4915,9
1022,9
6482,9
7991,9
2459,9
6213,9
1838,9
5679,9
8593,9
7073,9
5056,9
6364,9
1587,9
5450,9
1176,9
2448,9
1401,9
1114,9
7323,9
8268,9
153,9
565,9
6219,9
4737,9
6474,9
8757,9
1787,9
7928,9
7433,9
1290,9
2617,9
8671,9
5519,9
474,9
7504,9
5883,9
4478,9
5583,9
6017,9
5176,9
1295,9
5721,9
7760,9
339,9
7726,9
1668,9
3991,9
558,9
99,9
5931,9
810,9
6305,9
6037,9
5095,9
8453,9
3010,9
221,9
4192,9
2300,9
7360,9
253,9
2431,9
766,9
7912,9
4474,9
1277,9
1986,9
5316,9
6410,9
1773,9
198,9
177,9
2911,9
8237,9
3845,9
128,9
4967,9
8328,9
7123,9
1694,9
2100,9
7187,9
5738,9
7466,9
2992,9
5020,9
6493,9
5227,9
6931,9
944,9
7256,9
2034,9
8083,9
1549,9
5993,9
5642,9
3742,9
2214,9
6438,9
5569,9
4624,9
167,9
2721,9
1894,9
1758,9
4879,9
3435,9
4446,9
8622,9
4047,9
935,9
5161,9
1050,9
6319,9
2413,9
2776,9
7377,9
3577,9
6583,9
7675,9
7608,9
8404,9
4052,9
3255,9
7674,9
2710,9
8082,9
4277,9
509,9
5473,9
4800,9
8630,9
5621,9
3124,9
7952,9
2770,9
5637,9
8635,9
2155,9
1645,9
5254,9
4235,9
3179,9
3963,9
907,9
3774,9
3209,9
5959,9
3587,9
2779,9
1634,9
3943,9
1189,9
6108,9
8732,9
4632,9
3915,9
7585,9
654,9
1561,9
2583,9
5652,9
7701,9
3745,9
870,9
1167,9
6823,9
3606,9
489,9
1344,9
4943,9
8735,9
1103,9
5260,9
7394,9
5532,9
1511,9
1315,9
1227,9
5266,9
6157,9
4751,9
6166,9
4896,9
2581,9
7393,9
7413,8
2983,8
1088,8
6840,8
8103,8
5759,8
1211,8
5804,8
7083,8
2209,8
1684,8
5784,8
2962,8
8794,8
7239,8
5834,8
2972,8
4019,8
8397,8
2218,8
7755,8
6875,8
5164,8
4025,8
6833,8
7379,8
4341,8
2775,8
932,8
5838,8
2108,8
3247,8
5300,8
6353,8
6867,8
4803,8
6745,8
1245,8
3127,8
4329,8
751,8
4330,8
5309,8
2297,8
942,8
6774,8
7804,8
682,8
4745,8
3314,8
702,8
8381,8
52,8
6771,8
3687,8
1705,8
5185,8
2964,8
1658,8
8830,8
6387,8
1703,8
3238,8
1664,8
7208,8
3685,8
1743,8
1633,8
1084,8
2704,8
2745,8
7410,8
7826,8
8836,8
4715,8
2959,8
3739,8
4806,8
6200,8
1934,8
7053,8
7879,8
188,8
4336,8
2639,8
3703,8
7406,8
7344,8
1246,8
3115,8
4718,8
1196,8
6890,8
3671,8
8838,8
4744,8
3327,8
7765,8
910,8
8432,8
7873,8
2826,8
1458,8
4978,8
4109,8
2163,8
8617,8
1053,8
4878,8
29,8
3910,8
1129,8
1555,8
8652,8
6672,8
5648,8
4409,8
7620,8
4593,8
8302,8
1130,8
2343,8
8329,8
8628,8
1551,8
1032,8
5151,8
3361,8
2335,8
4871,8
5220,8
1918,8
7710,8
491,8
6687,8
8175,8
8219,8
1140,8
5898,8
7707,8
7485,8
802,8
8044,8
5148,8
1562,8
30,8
1365,8
6682,8
2927,8
8483,8
5432,8
5644,8
7475,8
787,8
452,8
1901,8
1327,8
789,8
8498,8
8708,8
7478,8
2552,8
8151,8
2030,8
3945,8
6276,8
4890,8
1470,8
5631,8
6495,8
349,8
6655,8
2557,8
6444,8
6651,8
7145,8
2884,8
3083,8
5617,8
5944,8
1548,8
7192,8
2938,8
1546,8
8152,8
3371,8
2063,8
2351,8
977,8
5464,8
1465,8
5072,8
1819,8
5422,8
4175,8
3524,8
1911,8
3016,8
8611,8
1890,8
8460,8
2812,8
8657,8
2528,8
6268,8
5603,8
2451,8
6625,8
4653,8
482,8
8470,8
964,8
578,8
4429,8
8744,8
6293,8
4092,8
333,8
7935,8
2904,8
4187,8
7040,8
5118,8
156,8
4668,8
1502,8
5877,8
7167,8
3642,8
3227,8
3640,8
761,8
3108,8
1504,8
5058,8
8571,8
3837,8
7103,8
812,8
6138,8
7264,8
407,8
3197,8
3409,8
5156,8
2597,8
6912,8
3000,8
3392,8
332,8
8319,8
864,8
2038,8
1512,8
415,8
8478,8
417,8
584,8
5485,8
6275,8
1304,8
5670,8
6526,8
6234,8
5932,8
4485,8
3538,8
1920,8
7577,8
1303,8
484,8
955,8
5891,8
2149,8
2599,8
335,8
4318,7
1734,7
6225,7
111,7
8521,7
5102,7
5589,7
348,7
6054,7
998,7
4150,7
6262,7
82,7
2101,7
4557,7
1202,7
6965,7
2763,7
5940,7
3411,7
1488,7
1740,7
341,7
2867,7
1847,7
1138,7
5461,7
6789,7
8834,7
2393,7
5573,7
215,7
4559,7
3417,7
8403,7
1238,7
7501,7
2874,7
713,7
7291,7
5588,7
5948,7
5756,7
7517,7
2236,7
7541,7
1431,7
5530,7
5114,7
2897,7
1224,7
8567,7
6328,7
2418,7
8601,7
413,7
2895,7
6149,7
1441,7
6245,7
3747,7
1698,7
3772,7
8038,7
6991,7
2468,7
8018,7
2900,7
4159,7
867,7
1887,7
3934,7
3458,7
5981,7
863,7
191,7
5805,7
3764,7
4490,7
2242,7
8281,7
1709,7
7551,7
5502,7
4090,7
6543,7
1707,7
3936,7
3067,7
6547,7
97,7
5486,7
1388,7
6492,7
6355,7
4935,7
1462,7
2405,7
1688,7
356,7
4079,7
6585,7
1466,7
3907,7
4304,7
8639,7
4756,7
8633,7
6197,7
7614,7
8242,7
4540,7
4541,7
2878,7
4925,7
7351,7
437,7
1460,7
3494,7
1381,7
7594,7
5547,7
1695,7
1386,7
6155,7
6250,7
1946,7
7599,7
56,7
1385,7
361,7
3126,7
2056,7
4107,7
4200,7
6808,7
6032,7
7252,7
4176,7
1009,7
2753,7
4911,7
6338,7
7642,7
785,7
2833,7
891,7
7404,7
3686,7
6924,7
6093,7
2289,7
6436,7
2642,7
781,7
7783,7
7951,7
612,7
7727,7
293,7
2579,7
610,7
7091,7
522,7
7037,7
8495,7
2614,7
1158,7
234,7
8430,7
3582,7
4610,7
5909,7
170,7
6910,7
136,7
730,7
7120,7
8266,7
6765,7
2284,7
4719,7
8717,7
7038,7
1173,7
3697,7
3237,7
6744,7
2647,7
4039,7
4870,7
968,7
4262,7
7108,7
3014,7
1573,7
4837,7
8743,7
7051,7
7712,7
249,7
8445,7
3320,7
8737,7
3614,7
6091,7
3604,7
6430,7
2290,7
243,7
1972,7
8061,7
8074,7
905,7
6391,7
8134,7
5190,7
5399,7
739,7
2654,7
6088,7
8434,7
4838,7
8474,7
5719,7
2810,7
1766,7
3830,7
3039,7
4845,7
6781,7
2275,7
6950,7
5926,7
2539,7
5292,7
4672,7
5437,7
3391,7
6778,7
318,7
6461,7
71,7
1341,7
7190,7
4132,7
1154,7
6866,7
3799,7
263,7
6948,7
486,7
4733,7
4813,7
6075,7
754,7
1499,7
3152,7
5700,7
3143,7
3401,7
3790,7
3883,7
2017,7
1503,7
3294,7
6726,7
8513,7
7184,7
2627,7
2533,7
8208,7
4254,7
2544,7
8694,7
6943,7
7189,7
2009,7
2984,7
2012,7
1612,7
3831,7
7479,7
7124,7
5191,7
2937,7
1179,7
5744,7
8322,7
6770,7
625,7
3336,7
5378,7
8419,7
4725,7
2985,7
5348,7
6318,7
3384,7
7664,7
1254,7
499,7
4847,7
4849,6
1771,6
8016,6
5990,6
1790,6
2947,6
6839,6
4188,6
4963,6
1116,6
2197,6
3932,6
903,6
7860,6
6836,6
1120,6
2204,6
8293,6
4256,6
1792,6
1789,6
6888,6
2797,6
168,6
847,6
7970,6
5302,6
1817,6
2925,6
180,6
5234,6
2961,6
4822,6
2221,6
5999,6
7343,6
1108,6
1910,6
2223,6
6326,6
7984,6
4913,6
6004,6
2174,6
2864,6
7978,6
7981,6
7340,6
1199,6
6959,6
4812,6
3983,6
908,6
2840,6
3940,6
6877,6
1919,6
4196,6
1928,6
102,6
7313,6
4243,6
776,6
5962,6
6215,6
7049,6
1166,6
8063,6
838,6
3944,6
3965,6
6851,6
5934,6
3942,6
705,6
6878,6
1101,6
2156,6
6873,6
6228,6
4207,6
7300,6
1777,6
5209,6
4031,6
3591,6
4316,6
1396,6
6194,6
1395,6
1039,6
3086,6
6398,6
595,6
7536,6
596,6
8718,6
4021,6
6052,6
2687,6
3595,6
1250,6
2570,6
2000,6
2274,6
7624,6
7738,6
4620,6
4731,6
3027,6
6692,6
3668,6
3715,6
6045,6
402,6
510,6
5115,6
7725,6
6450,6
1677,6
6151,6
6696,6
1953,6
1399,6
7818,6
2637,6
950,6
1049,6
8118,6
7110,6
4497,6
2303,6
7687,6
8409,6
3077,6
2643,6
3351,6
2506,6
6728,6
537,6
1311,6
5659,6
3676,6
3309,6
1480,6
237,6
2035,6
8427,6
1630,6
6123,6
5732,6
1269,6
241,6
43,6
3683,6
3610,6
1564,6
4382,6
608,6
8113,6
3681,6
3498,6
2292,6
236,6
7458,6
5749,6
534,6
414,6
4693,6
5548,6
2299,6
5397,6
2037,6
4344,6
2997,6
7199,6
947,6
8428,6
7533,6
548,6
8106,6
292,6
6509,6
8480,6
5409,6
7456,6
5723,6
9,6
3053,6
7450,6
4604,6
4459,6
1236,6
3753,6
5475,6
5503,6
3467,6
1405,6
7067,6
4298,6
2968,6
3090,6
6634,6
8685,6
6711,6
3332,6
7847,6
7065,6
4310,6
5615,6
3744,6
5439,6
6637,6
4119,6
8551,6
1021,6
8165,6
4764,6
6538,6
3042,6
3456,6
8760,6
1981,6
6473,6
2739,6
8525,6
7523,6
3761,6
6718,6
688,6
2048,6
918,6
3457,6
7615,6
2045,6
4573,6
7492,6
3341,6
12,6
2380,6
7168,6
5059,6
1045,6
8532,6
5057,6
6400,6
2053,6
24,6
501,6
3031,6
5782,6
8849,6
4560,6
3737,6
5328,6
7425,6
5023,6
8690,6
4757,6
5435,6
1527,6
1533,6
316,6
6545,6
8468,6
7824,6
5616,6
1296,6
1331,6
498,6
5438,6
3278,6
8663,6
6047,6
4532,6
1097,5
7036,5
8465,5
1577,5
1003,5
4970,5
5667,5
3948,5
2946,5
6700,5
8750,5
1796,5
5100,5
1575,5
7933,5
1306,5
2494,5
3623,5
5389,5
7017,5
4035,5
2499,5
8738,5
8459,5
3637,5
2398,5
2061,5
3084,5
6592,5
5468,5
551,5
1788,5
3618,5
2881,5
1590,5
4658,5
4170,5
8129,5
1293,5
3220,5
6499,5
1373,5
193,5
3844,5
4213,5
5938,5
6267,5
6947,5
2849,5
8327,5
468,5
5249,5
2011,5
7671,5
5913,5
5436,5
8701,5
6648,5
1000,5
4891,5
2866,5
4122,5
7505,5
5426,5
5634,5
3540,5
7969,5
2185,5
5447,5
5449,5
8669,5
2171,5
2524,5
4426,5
6957,5
1501,5
7651,5
6269,5
3404,5
4591,5
884,5
6624,5
2530,5
323,5
8053,5
5605,5
6001,5
5200,5
8048,5
6170,5
5239,5
1797,5
114,5
458,5
5263,5
3187,5
4552,5
8531,5
4923,5
2076,5
5579,5
2829,5
8136,5
141,5
6921,5
4875,5
7626,5
2392,5
5404,5
6429,5
3356,5
6489,5
3357,5
4626,5
2133,5
2024,5
5904,5
4050,5
7680,5
5201,5
4073,5
137,5
2564,5
1485,5
4916,5
7631,5
7954,5
7950,5
1483,5
2571,5
116,5
5145,5
6925,5
5941,5
7692,5
4174,5
5645,5
8713,5
753,5
6783,5
3984,5
49,5
5525,5
1666,5
2917,5
4743,5
3789,5
3475,5
5493,5
3446,5
2098,5
7162,5
4948,5
2903,5
1121,5
1237,5
2758,5
7069,5
8369,5
1733,5
855,5
1683,5
3246,5
3483,5
1870,5
8100,5
8431,5
7401,5
1752,5
6244,5
5542,5
5484,5
3060,5
7082,5
8817,5
6864,5
4269,5
6865,5
2680,5
370,5
5295,5
872,5
4735,5
3708,5
1198,5
2689,5
7547,5
4088,5
5291,5
182,5
3933,5
5982,5
5518,5
678,5
3751,5
3271,5
5802,5
7366,5
5311,5
8378,5
917,5
6232,5
383,5
6143,5
1711,5
1712,5
5117,5
5177,5
8255,5
4480,5
3265,5
3066,5
2248,5
5304,5
8574,5
5218,5
3778,5
6139,5
3280,5
1078,5
1232,5
7348,5
7835,5
8596,5
1231,5
922,5
925,5
8395,5
4300,5
1402,5
669,5
7836,5
95,5
858,5
4091,5
1090,5
7641,5
4012,5
3973,5
7779,5
4698,5
3806,5
2638,5
41,5
1609,5
3503,5
2657,5
3678,5
1066,5
1285,5
5727,5
3081,5
6406,5
4455,5
3324,5
8455,5
3430,5
4695,5
7335,5
7911,5
8005,5
108,5
8068,5
8238,5
4682,5
6393,5
247,5
8444,5
3653,5
8439,5
4521,5
2470,5
7429,5
257,5
1260,5
588,5
2483,5
8553,5
7434,5
5104,5
4334,5
5695,5
8776,5
5487,5
7236,5
1611,5
3437,5
3822,5
2919,5
4709,5
4680,5
6569,5
7327,5
5054,5
360,5
4537,5
8436,5
1858,5
3514,5
2064,4
7160,4
2931,4
813,4
2907,4
5979,4
818,4
3166,4
837,4
4566,4
3543,4
6587,4
4565,4
2018,4
8549,4
5094,4
5240,4
8200,4
8668,4
8583,4
8297,4
5952,4
1416,4
2021,4
2443,4
6496,4
8317,4
4495,4
1117,4
5215,4
1020,4
2059,4
4181,4
8585,4
470,4
5228,4
4445,4
7000,4
6613,4
2383,4
1882,4
6136,4
830,4
1889,4
5967,4
4917,4
2500,4
2870,4
6120,4
2886,4
1477,4
1139,4
6552,4
3058,4
3412,4
1029,4
1437,4
369,4
5099,4
4507,4
3487,4
6600,4
2507,4
367,4
842,4
8183,4
6990,4
6484,4
6148,4
103,4
2471,4
8008,4
7994,4
5489,4
6548,4
2446,4
3900,4
3156,4
999,4
7985,4
3420,4
1033,4
5571,4
4435,4
3502,4
2879,4
2893,4
7597,4
8534,4
4918,4
5456,4
8649,4
5482,4
821,4
6999,4
5580,4
8308,4
1426,4
828,4
8017,4
868,4
3522,4
8599,4
8193,4
8595,4
6498,4
8271,4
6616,4
6315,4
4161,4
6872,4
5166,4
6208,4
2283,4
7080,4
728,4
5184,4
5746,4
2095,4
5035,4
7336,4
3119,4
7895,4
3794,4
6053,4
4324,4
7398,4
2220,4
3300,4
1745,4
8829,4
223,4
1665,4
5293,4
5837,4
6365,4
4716,4
5359,4
7320,4
6757,4
2205,4
6722,4
758,4
7751,4
3652,4
7750,4
2630,4
6731,4
6730,4
7092,4
3659,4
8452,4
6733,4
5714,4
6070,4
7914,4
3817,4
3234,4
6886,4
4346,4
1629,4
2952,4
8804,4
1632,4
2955,4
6754,4
8805,4
1200,4
5298,4
7390,4
1667,4
3274,4
2971,4
8399,4
5320,4
4772,4
7864,4
5014,4
8383,4
3989,4
3258,4
6038,4
1721,4
920,4
1720,4
7359,4
6207,4
1704,4
2730,4
8085,4
2732,4
4783,4
4788,4
7862,4
5807,4
2238,4
1217,4
692,4
7056,4
6351,4
4156,4
6050,4
7391,4
5766,4
8260,4
7384,4
5168,4
647,4
2697,4
7345,4
51,4
3122,4
5333,4
7380,4
7382,4
185,4
4001,4
6854,4
5830,4
5175,4
8407,4
8851,4
1206,4
1086,4
1728,4
2254,4
5017,4
1079,4
1289,4
2741,4
2806,4
4127,4
793,4
7472,4
7676,4
135,4
4608,4
1538,4
4614,4
2184,4
3208,4
4399,4
7306,4
2348,4
520,4
5144,4
2832,4
8767,4
2573,4
526,4
6668,4
7461,4
2188,4
1552,4
3853,4
2340,4
2578,4
4987,4
8691,4
2126,4
6109,4
3885,4
475,4
4982,4
6115,4
8665,4
2175,4
5444,4
4420,4
1505,4
7650,4
2066,4
2129,4
5623,4
3093,4
2850,4
3200,4
3873,4
6273,4
1519,4
7244,4
315,4
2362,4
8695,4
2548,4
2341,4
7304,4
4864,4
5663,4
7732,4
6431,4
6918,4
2820,4
8472,4
1991,4
5388,4
967,4
5402,4
4656,4
2329,4
8756,4
8133,4
3841,4
4371,4
559,4
5271,4
2316,4
8471,4
8457,4
3217,4
5690,4
7198,4
778,4
7100,4
4633,4
2824,4
2825,4
2949,4
4185,3
5194,3
3150,3
8159,3
5047,3
2933,3
6141,3
8081,3
6019,3
8065,3
7107,3
4063,3
5203,3
7030,3
7066,3
8156,3
59,3
6114,3
4029,3
8207,3
6118,3
4136,3
4980,3
3990,3
4165,3
8224,3
6022,3
3061,3
4995,3
7219,3
933,3
7122,3
3024,3
8261,3
7215,3
4040,3
976,3
8039,3
7109,3
6062,3
4007,3
2039,3
5068,3
1997,3
5165,3
878,3
7,3
4005,3
7115,3
4051,3
90,3
8243,3
2073,3
7224,3
8051,3
78,3
4151,3
7027,3
8240,3
7152,3
7127,3
4172,3
896,3
4145,3
5125,3
70,3
2541,3
572,3
4425,3
7341,3
725,3
726,3
4352,3
2777,3
8782,3
7640,3
7781,3
5446,3
583,3
7333,3
5284,3
5853,3
737,3
8372,3
2521,3
6861,3
5555,3
7763,3
3506,3
4815,3
3542,3
5718,3
6742,3
3782,3
4534,3
710,3
1205,3
2294,3
8435,3
703,3
738,3
6887,3
2373,3
2318,3
277,3
7440,3
2604,3
274,3
8343,3
7535,3
7442,3
5541,3
2817,3
1584,3
8552,3
6419,3
6908,3
5886,3
4662,3
5703,3
2200,3
3834,3
8754,3
1783,3
7924,3
1593,3
5876,3
4670,3
5693,3
3825,3
5282,3
429,3
1603,3
5863,3
3682,3
7639,3
7723,3
5462,3
2273,3
3285,3
5346,3
2272,3
3730,3
6807,3
3413,3
4798,3
340,3
1475,3
630,3
1652,3
3736,3
232,3
4311,3
5778,3
655,3
8411,3
2263,3
3295,3
216,3
652,3
5340,3
6785,3
7817,3
4315,3
1241,3
3714,3
4436,3
1369,3
8541,3
666,3
1371,3
2677,3
8811,3
2514,3
2747,3
3769,3
696,3
695,3
5567,3
1376,3
4290,3
446,3
4781,3
5740,3
5318,3
7367,3
3754,3
623,3
8647,3
5352,3
4722,3
1223,3
8820,3
6822,3
7370,3
6345,3
676,3
6344,3
4770,3
3699,3
5457,3
4721,3
5568,3
144,3
6791,3
6635,3
115,3
6447,3
3183,3
1854,3
8584,3
4618,3
4616,3
6665,3
829,3
7565,3
3184,3
3451,3
6969,3
4922,3
525,3
2880,3
4215,3
5942,3
5242,3
7481,3
5517,3
1836,3
7295,3
2861,3
4630,3
8598,3
3880,3
1558,3
405,3
8569,3
8591,3
127,3
8288,3
2555,3
7263,3
3576,3
4189,3
1410,3
4955,3
3459,3
3169,3
4481,3
851,3
1874,3
4193,3
511,3
4404,3
6977,3
310,3
846,3
7270,3
8700,3
390,3
3454,3
392,3
8499,3
6525,3
5224,3
515,3
3375,3
3906,3
7700,3
1523,3
287,3
8729,3
6558,3
3856,3
7962,3
3612,3
7704,3
3440,3
7449,3
4884,3
5912,3
6428,3
790,3
3213,3
4236,3
280,3
4881,3
1824,3
7965,3
8516,3
1825,3
5248,3
3358,3
5662,3
5073,2
3638,2
485,2
1069,2
6415,2
7630,2
2387,2
6685,2
1326,2
6708,2
8105,2
5354,2
5417,2
2349,2
6714,2
5620,2
46,2
312,2
5607,2
8682,2
267,2
8408,2
6407,2
4323,2
3374,2
4727,2
4437,2
6420,2
7509,2
5611,2
1048,2
5671,2
8686,2
8747,2
4400,2
6688,2
4605,2
8742,2
3107,2
5400,2
981,2
5170,2
4738,2
1248,2
6704,2
1517,2
2686,2
7436,2
7010,2
513,2
1992,2
546,2
1294,2
7488,2
1259,2
7689,2
4594,2
5412,2
3321,2
2649,2
294,2
6116,2
7453,2
1518,2
6392,2
7462,2
6640,2
532,2
4385,2
472,2
6432,2
3662,2
4703,2
7649,2
3044,2
4064,2
6618,2
3402,2
3544,2
7457,2
1340,2
6187,2
6472,2
2525,2
1283,2
479,2
4358,2
6698,2
4343,2
265,2
1262,2
3695,2
6098,2
3306,2
5065,2
8719,2
4125,2
622,2
3692,2
1980,2
1600,2
3019,2
8815,2
4712,2
3649,2
4596,2
1550,2
1321,2
4432,2
7744,2
336,2
2344,2
6443,2
3650,2
4708,2
6067,2
7693,2
5730,2
3407,2
2518,2
4115,2
940,2
7845,2
1669,2
906,2
4082,2
3838,2
897,2
3144,2
148,2
7936,2
3219,2
1170,2
7940,2
4460,2
8615,2
4513,2
2191,2
8612,2
6927,2
6014,2
8565,2
2831,2
783,2
1014,2
7538,2
6292,2
1387,2
8,2
8071,2
4835,2
2409,2
6311,2
3974,2
4527,2
7531,2
3821,2
4844,2
5874,2
5466,2
4251,2
3501,2
6505,2
7593,2
2118,2
2410,2
3142,2
7931,2
899,2
3832,2
1914,2
5258,2
3865,2
8296,2
8185,2
3894,2
2426,2
1899,2
7276,2
2158,2
7254,2
3069,2
3452,2
7561,2
7990,2
6248,2
3177,2
4482,2
2151,2
6247,2
6994,2
3070,2
4098,2
8280,2
3471,2
6966,2
5914,2
8572,2
4228,2
2421,2
1102,2
5531,2
2052,2
2455,2
3878,2
8315,2
1834,2
4223,2
820,2
4222,2
401,2
3887,2
1424,2
1840,2
3889,2
817,2
7284,2
6260,2
1190,2
2476,2
7900,2
7225,2
8538,2
8089,2
5321,2
5322,2
1047,2
5565,2
4152,2
8539,2
2495,2
1220,2
7520,2
6831,2
7857,2
7856,2
694,2
2743,2
4158,2
2746,2
916,2
5823,2
1690,2
2027,2
4763,2
6811,2
5764,2
6795,2
7622,2
3720,2
1674,2
8412,2
5772,2
1678,2
657,2
213,2
2260,2
3051,2
2395,2
2261,2
6800,2
7831,2
2501,2
6806,2
2713,2
4280,2
5806,2
1209,2
1744,2
2484,2
7155,2
6857,2
6130,2
3056,2
6211,2
720,2
3504,2
3793,2
2231,2
3243,2
7178,2
4264,2
3800,2
2778,2
5849,2
732,2
2782,2
6325,2
5839,2
6455,2
6844,2
8627,2
8544,2
3510,2
4797,2
3776,2
5497,1
2370,1
4494,1
5131,1
7179,1
5130,1
2428,1
3558,1
7655,1
8603,1
2043,1
5515,1
4097,1
4413,1
366,1
3461,1
2417,1
1484,1
4486,1
1411,1
4524,1
6147,1
6623,1
2402,1
5624,1
8542,1
5090,1
3048,1
4415,1
5612,1
3478,1
6124,1
6478,1
7574,1
1456,1
5126,1
5134,1
4589,1
376,1
7149,1
3508,1
2424,1
7633,1
5534,1
1471,1
3491,1
448,1
3421,1
5553,1
10,1
8178,1
6105,1
1012,1
1524,1
2474,1
8550,1
8287,1
4406,1
3221,1
158,1
6897,1
5872,1
1781,1
1924,1
6303,1
8348,1
4250,1
5885,1
4244,1
2818,1
4880,1
8270,1
6920,1
2943,1
4169,1
3215,1
7309,1
4988,1
4991,1
7310,1
1164,1
7923,1
7331,1
161,1
3818,1
6330,1
5306,1
1727,1
2752,1
5303,1
3985,1
2229,1
6320,1
717,1
5005,1
5186,1
7235,1
2767,1
3791,1
1933,1
727,1
6313,1
8256,1
3141,1
8257,1
6304,1
8335,1
4232,1
5307,1
843,1
6229,1
5949,1
3905,1
873,1
3904,1
1857,1
8006,1
1863,1
3913,1
1128,1
5991,1
3148,1
4197,1
5222,1
3920,1
5975,1
4949,1
3929,1
8034,1
1119,1
7262,1
1885,1
3947,1
2922,1
875,1
3901,1
8333,1
6011,1
2936,1
2843,1
3866,1
3869,1
8324,1
2935,1
886,1
1150,1
3957,1
4179,1
4217,1
5935,1
7980,1
4914,1
5238,1
1846,1
7282,1
2160,1
5945,1
1726,1
7352,1
2357,1
3002,1
4373,1
1990,1
552,1
4648,1
6707,1
2084,1
6719,1
7743,1
4671,1
4363,1
8770,1
4685,1
5049,1
954,1
1977,1
260,1
4683,1
1063,1
1976,1
586,1
4686,1
5710,1
3350,1
4641,1
3355,1
1055,1
7473,1
5424,1
306,1
6659,1
7683,1
8221,1
1537,1
1325,1
8707,1
5641,1
8492,1
4394,1
3366,1
528,1
6674,1
3363,1
1557,1
5411,1
3359,1
1054,1
5067,1
2636,1
6397,1
2740,1
668,1
5339,1
1681,1
7825,1
8094,1
1234,1
3735,1
1689,1
7833,1
3995,1
5785,1
1229,1
6737,1
7837,1
7375,1
679,1
4293,1
4778,1
8387,1
1222,1
5319,1
5811,1
7863,1
2694,1
7385,1
7814,1
5171,1
8790,1
1622,1
7419,1
244,1
7408,1
6064,1
1263,1
1067,1
4016,1
7787,1
3688,1
8104,1
1961,1
8816,1
6373,1
631,1
633,1
1657,1
8832,1
5342,1
644,1
8582,1
